"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"Azerbaijan","Nuclear","Off-grid","2020",..
"Azerbaijan","Other non-renewable energy","On-grid","2020",..
"Azerbaijan","Other non-renewable energy","Off-grid","2020",..
"Bahamas","Solar photovoltaic","On-grid","2020",2.175
"Bahamas","Solar photovoltaic","Off-grid","2020",0.058
"Bahamas","Solar thermal energy","On-grid","2020",..
"Bahamas","Solar thermal energy","Off-grid","2020",..
"Bahamas","Onshore wind energy","On-grid","2020",..
"Bahamas","Onshore wind energy","Off-grid","2020",..
"Bahamas","Offshore wind energy","On-grid","2020",..
"Bahamas","Offshore wind energy","Off-grid","2020",..
"Bahamas","Renewable hydropower","On-grid","2020",..
"Bahamas","Renewable hydropower","Off-grid","2020",..
"Bahamas","Mixed Hydro Plants","On-grid","2020",..
"Bahamas","Mixed Hydro Plants","Off-grid","2020",..
"Bahamas","Pumped storage","On-grid","2020",..
"Bahamas","Pumped storage","Off-grid","2020",..
"Bahamas","Marine energy","On-grid","2020",..
"Bahamas","Marine energy","Off-grid","2020",..
"Bahamas","Solid biofuels","On-grid","2020",..
"Bahamas","Solid biofuels","Off-grid","2020",..
"Bahamas","Renewable municipal waste","On-grid","2020",..
"Bahamas","Renewable municipal waste","Off-grid","2020",..
"Bahamas","Liquid biofuels","On-grid","2020",..
"Bahamas","Liquid biofuels","Off-grid","2020",..
"Bahamas","Biogas","On-grid","2020",..
"Bahamas","Biogas","Off-grid","2020",..
"Bahamas","Geothermal energy","On-grid","2020",..
"Bahamas","Geothermal energy","Off-grid","2020",..
"Bahamas","Coal and peat","On-grid","2020",..
"Bahamas","Coal and peat","Off-grid","2020",..
"Bahamas","Oil","On-grid","2020",744.500
"Bahamas","Oil","Off-grid","2020",..
"Bahamas","Natural gas","On-grid","2020",..
"Bahamas","Natural gas","Off-grid","2020",..
"Bahamas","Fossil fuels n.e.s.","On-grid","2020",..
"Bahamas","Fossil fuels n.e.s.","Off-grid","2020",..
"Bahamas","Nuclear","On-grid","2020",..
"Bahamas","Nuclear","Off-grid","2020",..
"Bahamas","Other non-renewable energy","On-grid","2020",..
"Bahamas","Other non-renewable energy","Off-grid","2020",..
"Bahrain","Solar photovoltaic","On-grid","2020",9.756
"Bahrain","Solar photovoltaic","Off-grid","2020",..
"Bahrain","Solar thermal energy","On-grid","2020",..
"Bahrain","Solar thermal energy","Off-grid","2020",..
"Bahrain","Onshore wind energy","On-grid","2020",0.680
"Bahrain","Onshore wind energy","Off-grid","2020",..
"Bahrain","Offshore wind energy","On-grid","2020",..
"Bahrain","Offshore wind energy","Off-grid","2020",..
"Bahrain","Renewable hydropower","On-grid","2020",..
"Bahrain","Renewable hydropower","Off-grid","2020",..
"Bahrain","Mixed Hydro Plants","On-grid","2020",..
"Bahrain","Mixed Hydro Plants","Off-grid","2020",..
"Bahrain","Pumped storage","On-grid","2020",..
"Bahrain","Pumped storage","Off-grid","2020",..
"Bahrain","Marine energy","On-grid","2020",..
"Bahrain","Marine energy","Off-grid","2020",..
"Bahrain","Solid biofuels","On-grid","2020",..
"Bahrain","Solid biofuels","Off-grid","2020",..
"Bahrain","Renewable municipal waste","On-grid","2020",..
"Bahrain","Renewable municipal waste","Off-grid","2020",..
"Bahrain","Liquid biofuels","On-grid","2020",..
"Bahrain","Liquid biofuels","Off-grid","2020",..
"Bahrain","Biogas","On-grid","2020",..
"Bahrain","Biogas","Off-grid","2020",..
"Bahrain","Geothermal energy","On-grid","2020",..
"Bahrain","Geothermal energy","Off-grid","2020",..
"Bahrain","Coal and peat","On-grid","2020",..
"Bahrain","Coal and peat","Off-grid","2020",..
"Bahrain","Oil","On-grid","2020",..
"Bahrain","Oil","Off-grid","2020",..
"Bahrain","Natural gas","On-grid","2020",8763.000
"Bahrain","Natural gas","Off-grid","2020",..
"Bahrain","Fossil fuels n.e.s.","On-grid","2020",..
"Bahrain","Fossil fuels n.e.s.","Off-grid","2020",..
"Bahrain","Nuclear","On-grid","2020",..
"Bahrain","Nuclear","Off-grid","2020",..
"Bahrain","Other non-renewable energy","On-grid","2020",..
"Bahrain","Other non-renewable energy","Off-grid","2020",..
"Bangladesh","Solar photovoltaic","On-grid","2020",128.376
"Bangladesh","Solar photovoltaic","Off-grid","2020",155.660
"Bangladesh","Solar thermal energy","On-grid","2020",..
"Bangladesh","Solar thermal energy","Off-grid","2020",..
"Bangladesh","Onshore wind energy","On-grid","2020",0.900
"Bangladesh","Onshore wind energy","Off-grid","2020",2.000
"Bangladesh","Offshore wind energy","On-grid","2020",..
"Bangladesh","Offshore wind energy","Off-grid","2020",..
"Bangladesh","Renewable hydropower","On-grid","2020",230.000
"Bangladesh","Renewable hydropower","Off-grid","2020",..
"Bangladesh","Mixed Hydro Plants","On-grid","2020",..
"Bangladesh","Mixed Hydro Plants","Off-grid","2020",..
"Bangladesh","Pumped storage","On-grid","2020",..
"Bangladesh","Pumped storage","Off-grid","2020",..
"Bangladesh","Marine energy","On-grid","2020",..
"Bangladesh","Marine energy","Off-grid","2020",..
"Bangladesh","Solid biofuels","On-grid","2020",..
"Bangladesh","Solid biofuels","Off-grid","2020",0.400
"Bangladesh","Renewable municipal waste","On-grid","2020",..
"Bangladesh","Renewable municipal waste","Off-grid","2020",..
"Bangladesh","Liquid biofuels","On-grid","2020",..
"Bangladesh","Liquid biofuels","Off-grid","2020",..
"Bangladesh","Biogas","On-grid","2020",..
"Bangladesh","Biogas","Off-grid","2020",4.950
"Bangladesh","Geothermal energy","On-grid","2020",..
"Bangladesh","Geothermal energy","Off-grid","2020",..
"Bangladesh","Coal and peat","On-grid","2020",1768.000
"Bangladesh","Coal and peat","Off-grid","2020",..
"Bangladesh","Oil","On-grid","2020",7280.000
"Bangladesh","Oil","Off-grid","2020",..
"Bangladesh","Natural gas","On-grid","2020",11252.000
"Bangladesh","Natural gas","Off-grid","2020",..
"Bangladesh","Fossil fuels n.e.s.","On-grid","2020",..
"Bangladesh","Fossil fuels n.e.s.","Off-grid","2020",2800.000
"Bangladesh","Nuclear","On-grid","2020",..
"Bangladesh","Nuclear","Off-grid","2020",..
"Bangladesh","Other non-renewable energy","On-grid","2020",..
"Bangladesh","Other non-renewable energy","Off-grid","2020",..
"Barbados","Solar photovoltaic","On-grid","2020",50.000
"Barbados","Solar photovoltaic","Off-grid","2020",..
"Barbados","Solar thermal energy","On-grid","2020",..
"Barbados","Solar thermal energy","Off-grid","2020",..
"Barbados","Onshore wind energy","On-grid","2020",0.020
"Barbados","Onshore wind energy","Off-grid","2020",..
"Barbados","Offshore wind energy","On-grid","2020",..
"Barbados","Offshore wind energy","Off-grid","2020",..
"Barbados","Renewable hydropower","On-grid","2020",..
"Barbados","Renewable hydropower","Off-grid","2020",..
"Barbados","Mixed Hydro Plants","On-grid","2020",..
"Barbados","Mixed Hydro Plants","Off-grid","2020",..
"Barbados","Pumped storage","On-grid","2020",..
"Barbados","Pumped storage","Off-grid","2020",..
"Barbados","Marine energy","On-grid","2020",..
"Barbados","Marine energy","Off-grid","2020",..
"Barbados","Solid biofuels","On-grid","2020",..
"Barbados","Solid biofuels","Off-grid","2020",..
"Barbados","Renewable municipal waste","On-grid","2020",..
"Barbados","Renewable municipal waste","Off-grid","2020",..
"Barbados","Liquid biofuels","On-grid","2020",..
"Barbados","Liquid biofuels","Off-grid","2020",..
"Barbados","Biogas","On-grid","2020",..
"Barbados","Biogas","Off-grid","2020",..
"Barbados","Geothermal energy","On-grid","2020",..
"Barbados","Geothermal energy","Off-grid","2020",..
"Barbados","Coal and peat","On-grid","2020",..
"Barbados","Coal and peat","Off-grid","2020",..
"Barbados","Oil","On-grid","2020",..
"Barbados","Oil","Off-grid","2020",..
"Barbados","Natural gas","On-grid","2020",..
"Barbados","Natural gas","Off-grid","2020",..
"Barbados","Fossil fuels n.e.s.","On-grid","2020",266.600
"Barbados","Fossil fuels n.e.s.","Off-grid","2020",..
"Barbados","Nuclear","On-grid","2020",..
"Barbados","Nuclear","Off-grid","2020",..
"Barbados","Other non-renewable energy","On-grid","2020",..
"Barbados","Other non-renewable energy","Off-grid","2020",..
"Belarus","Solar photovoltaic","On-grid","2020",160.000
"Belarus","Solar photovoltaic","Off-grid","2020",..
"Belarus","Solar thermal energy","On-grid","2020",..
"Belarus","Solar thermal energy","Off-grid","2020",..
"Belarus","Onshore wind energy","On-grid","2020",112.000
"Belarus","Onshore wind energy","Off-grid","2020",..
"Belarus","Offshore wind energy","On-grid","2020",..
"Belarus","Offshore wind energy","Off-grid","2020",..
"Belarus","Renewable hydropower","On-grid","2020",96.000
"Belarus","Renewable hydropower","Off-grid","2020",..
"Belarus","Mixed Hydro Plants","On-grid","2020",..
"Belarus","Mixed Hydro Plants","Off-grid","2020",..
"Belarus","Pumped storage","On-grid","2020",..
"Belarus","Pumped storage","Off-grid","2020",..
"Belarus","Marine energy","On-grid","2020",..
"Belarus","Marine energy","Off-grid","2020",..
"Belarus","Solid biofuels","On-grid","2020",85.500
"Belarus","Solid biofuels","Off-grid","2020",..
"Belarus","Renewable municipal waste","On-grid","2020",..
"Belarus","Renewable municipal waste","Off-grid","2020",..
"Belarus","Liquid biofuels","On-grid","2020",..
"Belarus","Liquid biofuels","Off-grid","2020",..
"Belarus","Biogas","On-grid","2020",38.800
"Belarus","Biogas","Off-grid","2020",..
"Belarus","Geothermal energy","On-grid","2020",..
"Belarus","Geothermal energy","Off-grid","2020",..
"Belarus","Coal and peat","On-grid","2020",..
"Belarus","Coal and peat","Off-grid","2020",..
"Belarus","Oil","On-grid","2020",..
"Belarus","Oil","Off-grid","2020",..
"Belarus","Natural gas","On-grid","2020",..
"Belarus","Natural gas","Off-grid","2020",..
"Belarus","Fossil fuels n.e.s.","On-grid","2020",9820.000
"Belarus","Fossil fuels n.e.s.","Off-grid","2020",..
"Belarus","Nuclear","On-grid","2020",..
"Belarus","Nuclear","Off-grid","2020",..
"Belarus","Other non-renewable energy","On-grid","2020",..
"Belarus","Other non-renewable energy","Off-grid","2020",..
"Belgium","Solar photovoltaic","On-grid","2020",5574.800
"Belgium","Solar photovoltaic","Off-grid","2020",..
"Belgium","Solar thermal energy","On-grid","2020",..
"Belgium","Solar thermal energy","Off-grid","2020",..
"Belgium","Onshore wind energy","On-grid","2020",2419.100
"Belgium","Onshore wind energy","Off-grid","2020",..
"Belgium","Offshore wind energy","On-grid","2020",2261.800
"Belgium","Offshore wind energy","Off-grid","2020",..
"Belgium","Renewable hydropower","On-grid","2020",105.800
"Belgium","Renewable hydropower","Off-grid","2020",..
"Belgium","Mixed Hydro Plants","On-grid","2020",..
"Belgium","Mixed Hydro Plants","Off-grid","2020",..
"Belgium","Pumped storage","On-grid","2020",1310.000
"Belgium","Pumped storage","Off-grid","2020",..
"Belgium","Marine energy","On-grid","2020",..
"Belgium","Marine energy","Off-grid","2020",..
"Belgium","Solid biofuels","On-grid","2020",563.500
"Belgium","Solid biofuels","Off-grid","2020",..
"Belgium","Renewable municipal waste","On-grid","2020",136.150
"Belgium","Renewable municipal waste","Off-grid","2020",..
"Belgium","Liquid biofuels","On-grid","2020",23.100
"Belgium","Liquid biofuels","Off-grid","2020",..
"Belgium","Biogas","On-grid","2020",199.000
"Belgium","Biogas","Off-grid","2020",..
"Belgium","Geothermal energy","On-grid","2020",..
"Belgium","Geothermal energy","Off-grid","2020",..
"Belgium","Coal and peat","On-grid","2020",..
"Belgium","Coal and peat","Off-grid","2020",..
"Belgium","Oil","On-grid","2020",..
"Belgium","Oil","Off-grid","2020",..
"Belgium","Natural gas","On-grid","2020",..
"Belgium","Natural gas","Off-grid","2020",..
"Belgium","Fossil fuels n.e.s.","On-grid","2020",6975.500
"Belgium","Fossil fuels n.e.s.","Off-grid","2020",..
"Belgium","Nuclear","On-grid","2020",5942.000
"Belgium","Nuclear","Off-grid","2020",..
"Belgium","Other non-renewable energy","On-grid","2020",191.650
"Belgium","Other non-renewable energy","Off-grid","2020",..
"Belize","Solar photovoltaic","On-grid","2020",5.930
"Belize","Solar photovoltaic","Off-grid","2020",0.620
"Belize","Solar thermal energy","On-grid","2020",..
"Belize","Solar thermal energy","Off-grid","2020",..
"Belize","Onshore wind energy","On-grid","2020",..
"Belize","Onshore wind energy","Off-grid","2020",0.020
"Belize","Offshore wind energy","On-grid","2020",..
"Belize","Offshore wind energy","Off-grid","2020",..
"Belize","Renewable hydropower","On-grid","2020",54.800
"Belize","Renewable hydropower","Off-grid","2020",..
"Belize","Mixed Hydro Plants","On-grid","2020",..
"Belize","Mixed Hydro Plants","Off-grid","2020",..
"Belize","Pumped storage","On-grid","2020",..
"Belize","Pumped storage","Off-grid","2020",..
"Belize","Marine energy","On-grid","2020",..
"Belize","Marine energy","Off-grid","2020",..
"Belize","Solid biofuels","On-grid","2020",41.500
"Belize","Solid biofuels","Off-grid","2020",..
"Belize","Renewable municipal waste","On-grid","2020",..
"Belize","Renewable municipal waste","Off-grid","2020",..
"Belize","Liquid biofuels","On-grid","2020",..
"Belize","Liquid biofuels","Off-grid","2020",..
"Belize","Biogas","On-grid","2020",..
"Belize","Biogas","Off-grid","2020",..
"Belize","Geothermal energy","On-grid","2020",..
"Belize","Geothermal energy","Off-grid","2020",..
"Belize","Coal and peat","On-grid","2020",..
"Belize","Coal and peat","Off-grid","2020",..
"Belize","Oil","On-grid","2020",79.000
"Belize","Oil","Off-grid","2020",12.300
"Belize","Natural gas","On-grid","2020",0.800
"Belize","Natural gas","Off-grid","2020",..
"Belize","Fossil fuels n.e.s.","On-grid","2020",..
"Belize","Fossil fuels n.e.s.","Off-grid","2020",..
"Belize","Nuclear","On-grid","2020",..
"Belize","Nuclear","Off-grid","2020",..
"Belize","Other non-renewable energy","On-grid","2020",..
"Belize","Other non-renewable energy","Off-grid","2020",..
"Benin","Solar photovoltaic","On-grid","2020",1.400
"Benin","Solar photovoltaic","Off-grid","2020",1.540
"Benin","Solar thermal energy","On-grid","2020",..
"Benin","Solar thermal energy","Off-grid","2020",..
"Benin","Onshore wind energy","On-grid","2020",..
"Benin","Onshore wind energy","Off-grid","2020",..
"Benin","Offshore wind energy","On-grid","2020",..
"Benin","Offshore wind energy","Off-grid","2020",..
"Benin","Renewable hydropower","On-grid","2020",0.500
"Benin","Renewable hydropower","Off-grid","2020",..
"Benin","Mixed Hydro Plants","On-grid","2020",..
"Benin","Mixed Hydro Plants","Off-grid","2020",..
"Benin","Pumped storage","On-grid","2020",..
"Benin","Pumped storage","Off-grid","2020",..
"Benin","Marine energy","On-grid","2020",..
"Benin","Marine energy","Off-grid","2020",..
"Benin","Solid biofuels","On-grid","2020",..
"Benin","Solid biofuels","Off-grid","2020",..
"Benin","Renewable municipal waste","On-grid","2020",..
"Benin","Renewable municipal waste","Off-grid","2020",..
"Benin","Liquid biofuels","On-grid","2020",..
"Benin","Liquid biofuels","Off-grid","2020",..
"Benin","Biogas","On-grid","2020",..
"Benin","Biogas","Off-grid","2020",..
"Benin","Geothermal energy","On-grid","2020",..
"Benin","Geothermal energy","Off-grid","2020",..
"Benin","Coal and peat","On-grid","2020",..
"Benin","Coal and peat","Off-grid","2020",..
"Benin","Oil","On-grid","2020",174.000
"Benin","Oil","Off-grid","2020",..
"Benin","Natural gas","On-grid","2020",127.000
"Benin","Natural gas","Off-grid","2020",..
"Benin","Fossil fuels n.e.s.","On-grid","2020",..
"Benin","Fossil fuels n.e.s.","Off-grid","2020",..
"Benin","Nuclear","On-grid","2020",..
"Benin","Nuclear","Off-grid","2020",..
"Benin","Other non-renewable energy","On-grid","2020",..
"Benin","Other non-renewable energy","Off-grid","2020",..
"Bhutan","Solar photovoltaic","On-grid","2020",..
"Bhutan","Solar photovoltaic","Off-grid","2020",0.275
"Bhutan","Solar thermal energy","On-grid","2020",..
"Bhutan","Solar thermal energy","Off-grid","2020",..
"Bhutan","Onshore wind energy","On-grid","2020",0.600
"Bhutan","Onshore wind energy","Off-grid","2020",..
"Bhutan","Offshore wind energy","On-grid","2020",..
"Bhutan","Offshore wind energy","Off-grid","2020",..
"Bhutan","Renewable hydropower","On-grid","2020",2326.000
"Bhutan","Renewable hydropower","Off-grid","2020",8.315
"Bhutan","Mixed Hydro Plants","On-grid","2020",..
"Bhutan","Mixed Hydro Plants","Off-grid","2020",..
"Bhutan","Pumped storage","On-grid","2020",..
"Bhutan","Pumped storage","Off-grid","2020",..
"Bhutan","Marine energy","On-grid","2020",..
"Bhutan","Marine energy","Off-grid","2020",..
"Bhutan","Solid biofuels","On-grid","2020",..
"Bhutan","Solid biofuels","Off-grid","2020",..
"Bhutan","Renewable municipal waste","On-grid","2020",..
"Bhutan","Renewable municipal waste","Off-grid","2020",..
"Bhutan","Liquid biofuels","On-grid","2020",..
"Bhutan","Liquid biofuels","Off-grid","2020",..
"Bhutan","Biogas","On-grid","2020",..
